PalletID,SN,RF_MAC,MTA_MAC,USB_MAC,IDENTIFICADOR_INTERNO,EMTA_MAC,CMCI_MAC,MODEL,PO#,DESTINO,IDSUCURSAL,FACTURA,PROVEEDOR,FECHA_FACT_PROVEEDOR,FECHA_IMPORTACION,FECHA_GARANTIA,Observaciones,TIPO_PROVEEDOR,FRACCION_ARANCELAR,NUMERO_PARTE,REQUIERE_NOM,NOM,PAIS_PROCEDENCIA,COSTO_UNITARIO,NUMERO_PEDIMENTO
99112233,BX1711,9C2F4E9B019C,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,1
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,2
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,3
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,4
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,5
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,6
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,7
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,8
99112233,BX1711,9C2F4E9B019C,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,1
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,2
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,3
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,4
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,5
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,6
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,7
99112233,BX1711,9C2F4E9B019C,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,1
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,2
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,3
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,4
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,5
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,6
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,7
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,8
99112233,BX1711,9C2F4E9B019C,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,1
99112233,BX1711,9C2F4E9AD9A9,C0B101C19422,                ,1,,,SBC 1000  ,AZ01,Guadalajara,41,220719NAC,15,15/04/2021,15/04/2021,15/04/2023,NA,NACIONAL,,123,NO,,,15.26,2
